site,x,y,z
V0193,544269.9091909033,3339790.371034871,503.938232421875
V0194,648909.9091909033,3339760.371034871,553.3670043945312
V0195,671769.9091909033,3339760.371034871,817.3246459960938
V0196,548229.9091909033,3339700.371034871,226.0231170654297
V0197,588519.9091909033,3339670.371034871,317.9554443359375
V0198,608259.9091909033,3339640.371034871,936.5868530273438
V0199,611709.9091909033,3339640.371034871,871.82666015625
V0200,545799.9091909033,3339610.371034871,428.3809509277344
V0201,556689.9091909033,3339610.371034871,375.6017150878906
V0202,614169.9091909033,3339610.371034871,1106.8994140625
V0203,653769.9091909033,3339610.371034871,695.408447265625
V0204,674169.9091909033,3339610.371034871,1190.004150390625
V0205,624159.9091909033,3339580.371034871,382.6448974609375
V0206,595839.9091909033,3339550.371034871,613.1526489257812
V0207,559059.9091909033,3339520.371034871,369.0382995605469
V0208,571509.9091909033,3339520.371034871,625.650634765625
V0209,590949.9091909033,3339520.371034871,363.84063720703125
V0210,616539.9091909033,3339490.371034871,1159.7861328125
V0211,578739.9091909033,3339460.371034871,378.77362060546875
V0212,628689.9091909033,3339430.371034871,452.3616638183594
V0213,631359.9091909033,3339430.371034871,357.2274169921875
V0214,668739.9091909033,3339430.371034871,756.0634155273438
V0215,561249.9091909033,3339400.371034871,476.3728942871094
V0216,663729.9091909033,3339400.371034871,404.7279052734375
V0217,668679.9091909033,3338080.371034871,419.11907958984375
V0218,620949.9091909033,3338020.371034871,241.7593994140625
V0219,543369.9091909033,3337990.371034871,802.705810546875
V0220,546639.9091909033,3337960.371034871,524.5223388671875
V0221,548619.9091909033,3337960.371034871,568.765380859375
V0222,573309.9091909033,3337930.371034871,418.8904724121094
V0223,601059.9091909033,3337930.371034871,531.3324584960938
V0224,676689.9091909033,3337900.371034871,1153.7880859375
V0225,639219.9091909033,3337840.371034871,758.7135620117188
V0226,558339.9091909033,3337810.371034871,542.6467895507812
V0227,655719.9091909033,3337810.371034871,703.0978393554688
V0228,664029.9091909033,3337810.371034871,465.2478942871094
V0229,625899.9091909033,3337780.371034871,553.4634399414062
V0230,560709.9091909033,3337750.371034871,553.6234741210938
V0231,644199.9091909033,3337750.371034871,307.7311706542969
V0232,563229.9091909033,3337720.371034871,446.6476135253906
V0233,673449.9091909033,3337720.371034871,1223.395751953125
V0234,615669.9091909033,3337690.371034871,1441.91650390625
V0235,629199.9091909033,3337690.371034871,784.2243041992188
V0236,659319.9091909033,3337690.371034871,349.466552734375
V0237,593349.9091909033,3337660.371034871,524.8406982421875
V0238,630669.9091909033,3337660.371034871,685.5328369140625
V0239,599319.9091909033,3337600.371034871,614.9315795898438
V0240,575679.9091909033,3337570.371034871,537.5277099609375
V0241,578169.9091909033,3337570.371034871,457.4820251464844
V0242,623859.9091909033,3337570.371034871,502.087646484375
V0243,585639.9091909033,3337510.371034871,456.46002197265625
V0244,609339.9091909033,3337510.371034871,1366.5513916015625
V0245,640689.9091909033,3337510.371034871,395.040283203125
V0246,653139.9091909033,3337510.371034871,767.8317260742188
V0247,671769.9091909033,3337510.371034871,1300.4031982421875
